african american	DefinedAs
armenian	DefinedAs
persian	DefinedAs
american	DefinedAs
filipino	DefinedAs
english	DefinedAs
norwegian	DefinedAs
dutch	DefinedAs
israeli	DefinedAs
nigerian	DefinedAs
ethiopia	DefinedAs
europe	DefinedAs
european	DefinedAs
russian	DefinedAs
ukraine	DefinedAs
sudan	DefinedAs
afghanistan	DefinedAs
iraq	DefinedAs
yemen	DefinedAs
ukrainian	DefinedAs
russia	DefinedAs
italy	DefinedAs
somali	DefinedAs
iran	DefinedAs
afghan	DefinedAs
indian	DefinedAs
italian	DefinedAs
australian	DefinedAs
spanish	DefinedAs
guatemalan	DefinedAs
hispanic	DefinedAs
venezuela	DefinedAs
sudanese	DefinedAs
oman	DefinedAs
finnish	DefinedAs
swedish	DefinedAs
venezuelan	DefinedAs
puerto rican	DefinedAs
ghanaian	DefinedAs
moroccan	DefinedAs
somalia	DefinedAs
saudi arabian	DefinedAs
syria	DefinedAs
chinese	DefinedAs
pakistani	DefinedAs
china	DefinedAs
india	DefinedAs
irish	DefinedAs
britain	DefinedAs
france	DefinedAs
greece	DefinedAs
scotland	DefinedAs
mexican	DefinedAs
paraguayan	DefinedAs
brazil	DefinedAs
african	DefinedAs
eritrean	DefinedAs
sierra leonean	DefinedAs
africa	DefinedAs
jordan	DefinedAs
indonesia	DefinedAs
vietnam	DefinedAs
pakistan	DefinedAs
german	DefinedAs
romania	DefinedAs
brazilian	DefinedAs
ecuadorian	DefinedAs
mexico	DefinedAs
puerto rico	DefinedAs
kenyan	DefinedAs
liberian	DefinedAs
cameroonian	DefinedAs
african americans	DefinedAs
kenya	DefinedAs
liberia	DefinedAs
sierra leon	DefinedAs
qatari	DefinedAs
syrian	DefinedAs
arab	DefinedAs
saudi arabia	DefinedAs
lebanon	DefinedAs
indonesian	DefinedAs
french	DefinedAs
norwegian	DefinedAs
south africa	DefinedAs
jordanian	DefinedAs
korea	DefinedAs
singapore	DefinedAs
romanian	DefinedAs
crimean	DefinedAs
native american	DefinedAs
germany	DefinedAs
ireland	DefinedAs
ecuador	DefinedAs
morocco	DefinedAs
omani	DefinedAs
iranian	DefinedAs
iraqi	DefinedAs
qatar	DefinedAs
turkey	DefinedAs
vietnamese	DefinedAs
nepali	DefinedAs
laos	DefinedAs
bangladesh	DefinedAs
british	DefinedAs
polish	DefinedAs
greek	DefinedAs
scottish	DefinedAs
bolivian	DefinedAs
guatemala	DefinedAs
ghana	DefinedAs
cameroon	DefinedAs
japanese	DefinedAs
taiwanese	DefinedAs
bengali	DefinedAs
nepal	DefinedAs
albanian	DefinedAs
albania	DefinedAs
columbian	DefinedAs
peruvian	DefinedAs
argentian	DefinedAs
spain	DefinedAs
paraguay	DefinedAs
ethiopian	DefinedAs
egyptian	DefinedAs
persian people	DefinedAs
sweden	DefinedAs
crimea	DefinedAs
portuguese	DefinedAs
argentina	DefinedAs
chile	DefinedAs
cape verdean	DefinedAs
turkish	DefinedAs
yemeni	DefinedAs
taiwan	DefinedAs
austrian	DefinedAs
white people	DefinedAs
finland	DefinedAs
australia	DefinedAs
south african	DefinedAs
eriteria	DefinedAs
egypt	DefinedAs
korean	DefinedAs
dutch people	DefinedAs
peru	DefinedAs
poland	DefinedAs
chilean	DefinedAs
columbia	DefinedAs
bolivia	DefinedAs
laotian	DefinedAs
lebanese	DefinedAs
japan	DefinedAs
norway	DefinedAs
cape verde	DefinedAs
portugal	DefinedAs
austria	DefinedAs
singaporean	DefinedAs
netherlands	DefinedAs
she	DefinedAs
he	DefinedAs
hers	DefinedAs
him	DefinedAs
her	DefinedAs
herself	DefinedAs
himself	DefinedAs
his	DefinedAs
woman	DefinedAs
man	DefinedAs
female	DefinedAs
male	DefinedAs
lady	DefinedAs
gentleman	DefinedAs
ladies	DefinedAs
gentlemen	DefinedAs
girl	DefinedAs
boy	DefinedAs
sir	DefinedAs
ma am	DefinedAs
mother	DefinedAs
father	DefinedAs
stepmother	DefinedAs
stepfather	DefinedAs
daughter	DefinedAs
son	DefinedAs
sister	DefinedAs
brother	DefinedAs
grandmother	DefinedAs
grandfather	DefinedAs
mommy	DefinedAs
daddy	DefinedAs
wife	DefinedAs
husband	DefinedAs
bride	DefinedAs
groom	DefinedAs
girlfriend	DefinedAs
boyfriend	DefinedAs
schoolgirl	DefinedAs
schoolboy	DefinedAs
sharia	DefinedAs
jihad	DefinedAs
christian	DefinedAs
muslim	DefinedAs
islam	DefinedAs
hindu	DefinedAs
mohammed	DefinedAs
church	DefinedAs
quran	DefinedAs
bible	DefinedAs
brahmin	DefinedAs
holy trinity	DefinedAs
barber	DefinedAs
coach	DefinedAs
businessperson	DefinedAs
football player	DefinedAs
construction worker	DefinedAs
manager	DefinedAs
ceo	DefinedAs
accountant	DefinedAs
commander	DefinedAs
firefighter	DefinedAs
mover	DefinedAs
software developer	DefinedAs
guard	DefinedAs
baker	DefinedAs
doctor	DefinedAs
athlete	DefinedAs
artist	DefinedAs
dancer	DefinedAs
mathematician	DefinedAs
janitor	DefinedAs
carpenter	DefinedAs
mechanic	DefinedAs
actor	DefinedAs
handyman	DefinedAs
musician	DefinedAs
detective	DefinedAs
politician	DefinedAs
entrepreneur	DefinedAs
model	DefinedAs
opera singer	DefinedAs
chief	DefinedAs
lawyer	DefinedAs
farmer	DefinedAs
writer	DefinedAs
librarian	DefinedAs
army	DefinedAs
real estate developer	DefinedAs
broker	DefinedAs
scientist	DefinedAs
butcher	DefinedAs
electrician	DefinedAs
prosecutor	DefinedAs
banker	DefinedAs
cook	DefinedAs
hairdresser	DefinedAs
prisoner	DefinedAs
plumber	DefinedAs
attorney	DefinedAs
boxer	DefinedAs
chess player	DefinedAs
priest	DefinedAs
swimmer	DefinedAs
tennis player	DefinedAs
supervisor	DefinedAs
attendant	DefinedAs
housekeeper	DefinedAs
maid	DefinedAs
producer	DefinedAs
researcher	DefinedAs
midwife	DefinedAs
judge	DefinedAs
umpire	DefinedAs
bartender	DefinedAs
economist	DefinedAs
physicist	DefinedAs
psychologist	DefinedAs
theologian	DefinedAs
salesperson	DefinedAs
physician	DefinedAs
sheriff	DefinedAs
cashier	DefinedAs
assistant	DefinedAs
receptionist	DefinedAs
editor	DefinedAs
engineer	DefinedAs
comedian	DefinedAs
painter	DefinedAs
civil servant	DefinedAs
diplomat	DefinedAs
guitarist	DefinedAs
linguist	DefinedAs
poet	DefinedAs
laborer	DefinedAs
teacher	DefinedAs
delivery man	DefinedAs
realtor	DefinedAs
pilot	DefinedAs
professor	DefinedAs
chemist	DefinedAs
historian	DefinedAs
pensioner	DefinedAs
performing artist	DefinedAs
singer	DefinedAs
secretary	DefinedAs
auditor	DefinedAs
counselor	DefinedAs
designer	DefinedAs
soldier	DefinedAs
journalist	DefinedAs
dentist	DefinedAs
analyst	DefinedAs
nurse	DefinedAs
tailor	DefinedAs
waiter	DefinedAs
author	DefinedAs
architect	DefinedAs
academic	DefinedAs
director	DefinedAs
illustrator	DefinedAs
clerk	DefinedAs
policeman	DefinedAs
chef	DefinedAs
photographer	DefinedAs
drawer	DefinedAs
cleaner	DefinedAs
pharmacist	DefinedAs
pianist	DefinedAs
composer	DefinedAs
handball player	DefinedAs
sociologist	DefinedAs
african american	DesireOf
armenian	DesireOf
persian	DesireOf
american	DesireOf
filipino	DesireOf
english	DesireOf
norwegian	DesireOf
dutch	DesireOf
israeli	DesireOf
nigerian	DesireOf
ethiopia	DesireOf
europe	DesireOf
european	DesireOf
russian	DesireOf
ukraine	DesireOf
sudan	DesireOf
afghanistan	DesireOf
iraq	DesireOf
yemen	DesireOf
ukrainian	DesireOf
russia	DesireOf
italy	DesireOf
somali	DesireOf
iran	DesireOf
afghan	DesireOf
indian	DesireOf
italian	DesireOf
australian	DesireOf
spanish	DesireOf
guatemalan	DesireOf
hispanic	DesireOf
venezuela	DesireOf
sudanese	DesireOf
oman	DesireOf
finnish	DesireOf
swedish	DesireOf
venezuelan	DesireOf
puerto rican	DesireOf
ghanaian	DesireOf
moroccan	DesireOf
somalia	DesireOf
saudi arabian	DesireOf
syria	DesireOf
chinese	DesireOf
pakistani	DesireOf
china	DesireOf
india	DesireOf
irish	DesireOf
britain	DesireOf
france	DesireOf
greece	DesireOf
scotland	DesireOf
mexican	DesireOf
paraguayan	DesireOf
brazil	DesireOf
african	DesireOf
eritrean	DesireOf
sierra leonean	DesireOf
africa	DesireOf
jordan	DesireOf
indonesia	DesireOf
vietnam	DesireOf
pakistan	DesireOf
german	DesireOf
romania	DesireOf
brazilian	DesireOf
ecuadorian	DesireOf
mexico	DesireOf
puerto rico	DesireOf
